source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:NMKINF29,NMKINF29,"notice mark, secondary waterway right (main fairway left)",symbol,notmrk,catnmk81;fnctnm5,SY(NMKINF29),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF29__day.png,,,,,"NMKINF29 is notice mark, secondary waterway right (main fairway left). It is used as a notice mark, secondary waterway right (main fairway left). Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF29.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF38,NMKINF38,"notice mark, end of prohibition or regulation",symbol,notmrk,catnmk90;fnctnm5,SY(NMKINF38),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF38__day.png,,,,,"NMKINF38 is notice mark, end of prohibition or regulation. It is used as a notice mark, end of prohibition or regulation. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF38.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF40,NMKINF40,"notice mark, telephone",symbol,notmrk,catnmk92,"SY(NMKINF40,ORIENT)",1,1,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF40__day.png,,,,,"NMKINF40 is notice mark, telephone. It is used as a notice mark, telephone. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF40.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF43,NMKINF43,"notice mark, waterski",symbol,notmrk,catnmk95;fnctnm5;addmrk3,SY(NMKINF43);SY(ADDMRK01),1,6,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF43__day.png,,,,,"NMKINF43 is notice mark, waterski. It is used as a notice mark, waterski. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF43.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF44,NMKINF44,"notice mark, sailing boats",symbol,notmrk,catnmk96;fnctnm5,SY(NMKINF44),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF44__day.png,,,,,"NMKINF44 is notice mark, sailing boats. It is used as a notice mark, sailing boats. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF44.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF45,NMKINF45,"notice mark, boats without engine or sails",symbol,notmrk,catnmk97;fnctnm5;addmrk3,SY(NMKINF45);SY(ADDMRK01),1,6,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF45__day.png,,,,,"NMKINF45 is notice mark, boats without engine or sails. It is used as a notice mark, boats without engine or sails. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF45.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF46,NMKINF46,"notice mark, windsurfing",symbol,notmrk,catnmk98;fnctnm5,SY(NMKINF46),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF46__day.png,,,,,"NMKINF46 is notice mark, windsurfing. It is used as a notice mark, windsurfing. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF46.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF47,NMKINF47,"notice mark, nautical radio information",symbol,notmrk,catnmk99;fnctnm5,SY(NMKINF47),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF47__day.png,,,,,"NMKINF47 is notice mark, nautical radio information. It is used as a notice mark, nautical radio information. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF47.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF48,NMKINF48,"notice mark, waterscooters, jetskis",symbol,notmrk,catnmk100;fnctnm5;addmrk3,SY(NMKINF48);SY(ADDMRK01),1,6,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF48__day.png,,,,,"NMKINF48 is notice mark, waterscooters, jetskis. It is used as a notice mark, waterscooters, jetskis. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF48.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF49,NMKINF49,"notice mark, High speed motorboats permitted",symbol,notmrk,catnmk101;fnctnm5,SY(NMKINF49),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF49__day.png,,,,,"NMKINF49 is notice mark, High speed motorboats permitted. It is used as a notice mark, High speed motorboats permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF49.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF50,NMKINF50,"notice mark, Slipping of boats permitted",symbol,notmrk,catnmk102;fnctnm5,SY(NMKINF50),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF50__day.png,,,,,"NMKINF50 is notice mark, Slipping of boats permitted. It is used as a notice mark, Slipping of boats permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF50.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF53,NMKINF53,"notice mark, maximum number ov vessels side by side, 3 vessels",symbol,notmrk,"catnmk58;fnctnm5;addmrk2,4",SY(NMKINF53);SY(ADDMRK05);SY(ADDMRK02),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF53__day.png,,,,,"NMKINF53 is notice mark, maximum number ov vessels side by side, 3 vessels. It is used as a notice mark, maximum number ov vessels side by side, 3 vessels. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF53.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH02,NMKPRH02,entry prohibited,symbol,notmrk,catnmk1;fnctnm1;addmrk3,SY(NMKPRH02);SY(ADDMRK01),1,8,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH02__day.png,,,,,"NMKPRH02 is entry prohibited. It is used as a entry prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH02.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH06,NMKPRH06,"notice mark, passing and overtaking prohibited",symbol,notmrk,catnmk5;fnctnm1,SY(NMKPRH06),1,2,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH06__day.png,,,,,"NMKPRH06 is notice mark, passing and overtaking prohibited. It is used as a notice mark, passing and overtaking prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH06.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH07,NMKPRH07,"notice mark, berthing prohibited",symbol,notmrk,"catnmk6;fnctnm1;addmrk2,3,4",SY(NMKPRH07);SY(ADDMRK01);SY(ADDMRK02);SY(ADDMRK05),1,16,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH07__day.png,,,,,"NMKPRH07 is notice mark, berthing prohibited. It is used as a notice mark, berthing prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH07.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH08,NMKPRH08,"notice mark, anchoring prohibited",symbol,notmrk,"catnmk8;fnctnm1;addmrk3,4",SY(NMKPRH08);SY(ADDMRK01);SY(ADDMRK02),1,8,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH08__day.png,,,,,"NMKPRH08 is notice mark, anchoring prohibited. It is used as a notice mark, anchoring prohibited. Required geometry: anchor/anchorage symbol. Required colours: red, white, black.",anchor/anchorage symbol,red;white;black,,assets/svg/triad_generated/NMKPRH08.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH10,NMKPRH10,"notice mark, turning prohibited",symbol,notmrk,catnmk10;fnctnm1,SY(NMKPRH10),1,2,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH10__day.png,,,,,"NMKPRH10 is notice mark, turning prohibited. It is used as a notice mark, turning prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH10.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH11,NMKPRH11,"notice mark, avoid wave wash",symbol,notmrk,catnmk11;fnctnm1;addmrk3,SY(NMKPRH11);SY(ADDMRK01),1,6,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH11__day.png,,,,,"NMKPRH11 is notice mark, avoid wave wash. It is used as a notice mark, avoid wave wash. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH11.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH12,NMKPRH12,passing on left side prohibited,symbol,notmrk,catnmk12;fnctnm1,SY(NMKPRH12),1,4,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH12__day.png,,,,,"NMKPRH12 is passing on left side prohibited. It is used as a passing on left side prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH12.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH13,NMKPRH13,passing on right side prohibited,symbol,notmrk,catnmk13;fnctnm1,SY(NMKPRH13),1,4,ACHBLKBCHWHTCCHRED,out/opencpn_s52_reference/NMKPRH13__day.png,,,,,"NMKPRH13 is passing on right side prohibited. It is used as a passing on right side prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH13.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKPRH14,NMKPRH14,"notice mark, boats with engine prohibited",symbol,notmrk,catnmk14;fnctnm1;addmrk2,SY(NMKPRH14);SY(ADDMRK05),1,2,ACHBLKBCHREDCCHWHT,out/opencpn_s52_reference/NMKPRH14__day.png,,,,,"NMKPRH14 is notice mark, boats with engine prohibited. It is used as a notice mark, boats with engine prohibited. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red;white;black,,assets/svg/triad_generated/NMKPRH14.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKRCD01,NMKRCD01,recommended passage for both directions,symbol,notmrk,catnmk44;fnctnm4,SY(NMKRCD01),1,4,ACHBLKBCHYLW,out/opencpn_s52_reference/NMKRCD01__day.png,,,,,NMKRCD01 is recommended passage for both directions. It is used as a recommended passage for both directions. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/NMKRCD01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
